Name,Label
Project Meeting,1
Create a photo challenge,0
Overemphasize the importance of academic success at the expense of other life skills.,0
Visit a Botanical Photography Tour,0
Weekly Consultation 3 - ML-66,1
Attend a Juggling Workshop,0
Go to a Funky Flea,0
Demonstrate adaptability and flexibility in a dynamic work environment.,1
Computer Science coding assignment,1
Attend Weekly Strategy Meeting with Marketing Team,1
Academic Resource Fair,1
Ethics in Research Workshop,1
Internship Orientation,1
Attend Biology Lecture,1
Coaching Session goal setting,1
Debate Preparation,1
Spend excessive time browsing social media during work hours.,0
Meeting with Business Partner about products,1
Organize a book club meeting,0
Spend time engaging in personal grooming or beauty routines during work hours.,0
[Group 2 - ML] Bangkit Buddies #3 - Machine Learning Specialization,0
Capstone Presentation,1
Visit a Holistic Health Fair,0
Gaming Session,0
School Counseling intervention strategy,1
Career Counseling,1
Event Management timeline creation,1
Community Engagement Project,1
Attend a Lantern Festival,0
Chemistry quiz preparation,1
Community Service hours log,1
ILT-ML-07-AU TensorFlow Developer Certification Preparation,1
Professional Skills Workshop,1
Create a podcast episode,0
Review Week's Notes and Prepare for Quizzes or Exams,1
Graduate Student Orientation,1
Create a workout routine,0
Organize bookshelves,0
Organize a music playlist,0
Theatre script analysis,1
Intercultural Communication competency assessment,1
Settlement Negotiation Meeting with Opposing Counsel,1
Go to a Funky Flea,0
Environmental Awareness Workshop,1
Urban Planning community survey,1
Organize a garage sale,0
[Non-Mandatory] Radio Bangkit #6,0
Organize a hiking trip,0
Work on Online Course on Financial Literacy,0
Monitor children's screen time and ensure balance with other activities.,1
Go to a Surfing Competition,0
Public Health intervention plan,1
Demography population projection,1
ILT-EN-02-184 Expressing Opinions,1
[Non Mandatory] Company Expose with GoDentist,0
Organize a dance-off,0
Client Consultation about agreement,1
Debate Club,1
Develop a professional resume and cover letter.,1
Conduct Health Education Session for Patients and Families in the Hospital,1
Entrepreneurship Workshop,1
Start reading a new book,0
Weekly Consultation 5 - ML-66,1
Plan a costume day,0
[Non Mandatory] Company Expose with Nusantara Beta Studio,0
Artificial Intelligence model training,1
Spend time debating coding languages or frameworks instead of practicing.,0
Spend time organizing personal finances or bills during work hours.,0
Plan a mini concert,0
Overemphasize competition with other children in academic pursuits.,0
Spend excessive time perfecting the design of presentation slides.,0
Do a 15-minute yoga session.,0
Jewelry design sketch,1
[Non-Mandatory] Last Cohort Room with Bangkit Team,0
Plan a picnic in the park,0
Botany plant classification,1
Plan a music jam session,0
Zoology habitat study,1
Spend time engaging in extended breaks or personal errands during work hours.,0
Policy Analysis briefing document,1
Guest Speaker Session #8 - Implementing Technology for Business Transformation,0
Go to a Book Signing,0
Create a new playlist,0
Attend a Snow Sculpture Contest,0
Lab Experiment,1
Actively contribute to Bangkit community events and initiatives.,1
Attend a Local History Lecture,0
Organize a photo album,0
Entomology insect collection,1
Participate in mock interviews to prepare for job applications.,1
Create a study playlist,0
Spend excessive time comparing children's achievements to those of siblings.,0
Organize a garage sale,0
Visit a Seasonal Fruit Picking,0
Agricultural Science crop report,1
Educational Seminar,1
Plan a costume contest,0
Plan a craft fair,0
Overthink career aspirations without exploring opportunities.,0
Financial Aid Session,1
Aerospace Engineering flight dynamics report,1
Participate in a Flash Mob,0
Plan a bonfire night,0
Language Exchange,1
Go Snow Tubing,0
History essay,1
attend at birthday party,0
Project personal aspirations onto children's academic pursuits.,0
Supervise the student club after school,1
Nuclear Engineering radiation safety report,1
Public Health intervention plan,1
Student Council Meeting,1
Go to a Harvest Celebration,0
Graduate School Application,1
Create a seasonal lookbook,0
Academic Workshop,1
Cultural Studies media representation review,1
Take advantage of academic support services offered by the institution.,1
Foster a culture of inclusivity and diversity within the workplace.,1
Engineering design project,1
Visit Antique Fair,0
Plan a digital detox day,0
Workshop Facilitation materials preparation,1
Job application tracking,1
Supervise Concrete Pouring and Foundation Work,1
Academic Competency Test,1
Browse through online shopping websites,0
Undergraduate Thesis Defense,1
Organize a bake-off,0
Team Retrospective Meeting to Discuss Lessons Learned and Areas for Improvement,1
Organize a relaxation day,0
Student Research Day,1
Event Management timeline creation,1
Volunteer Event,1
Read a book for assignment,1
Research Collaboration Workshop,1
Academic Development Session,1
Work on English Essay Assignment,1
Bi Weekly Feedback to Mentor #6,1
Lab Safety Training,1
Organize a talent competition,0
Weekly Consultation 14 - ML-66,1
Create a new blog post,0
Go to a Bubble Run,0
Teach First Period: Mathematics,1
Attend Food Festival,0
Technology Expo,1
Human Resources training manual,1
Honors Thesis Defense,1
Innovation Management idea generation,1
Faculty Research Presentation,1
Plan a social media challenge,0
Attend a Dollhouse Show,0
Attend a Slow Food Movement Event,0
Networking Event Attendance for Business Development Opportunities,0
Organize the bookshelf alphabetically by author.,0
Overprotect children from academic challenges or failures.,0
Mentorship Program,1
Attend a Murder Mystery Dinner,0
Walking my pet to the park,0
Participate in industry-sponsored coding competitions or challenges.,1
Practice mindfulness and stress management techniques.,1
Spend excessive time researching tech trends unrelated to Bangkit curriculum.,0
Attend a mandatory office meeting,1
Internship Fair,1
Teamwork project coordination,1
Join a Pottery Class,0
Resolve conflicts or disagreements professionally and constructively.,1
Sustainability Workshop,1
Create a vision board,0
Marketing Campaign Launch and Performance Monitoring,1
Career Development Panel,1
Spend time overanalyzing minor work-related decisions.,0
Honors Thesis Defense,1
Club Meeting,1
Create a virtual art gallery,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Team Brainstorming Session for new project,1
Capstone Defense,1
Academic Performance Review,1
Ecology ecosystem analysis,1
Professional Networking Event,1
Coaching Session goal setting,1
Fundraising campaign strategy,1
Casual Hangout,0
Attend Present Research Findings,1
Conduct Training Session on Sales Techniques and Product Knowledge to the newcomer,1
Corporate Training program outline,1
Visit a Yoga Retreat,0
Attend a Clown College Performance,0
Human Resources training manual,1
Small Business Management market analysis,1
Plan a DIY home improvement project,0
Research Internship,1
Writing Skills Workshop,1
Hydrology water quality report,1
Nanotechnology particle study,1
English assignment,1
Screenwriting script draft,1
Geography map analysis,1
Create a DIY home decor,0
Visit a Wax Museum,0
Project Planning Session,1
Organize a memory jar,0
Teaching Assistant Meeting,1
Academic Skills Workshop,1
Attend Office's Webinar,0
Attend Sports Game,0
Leadership Skills Workshop,1
Create a relaxation playlist,0
Watch funny cat videos on the internet.,0
Join a Dance Class,0
Visit a Local Brewery,0
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #1,0
Higher Education curriculum development,1
"Take a long, aimless walk around the neighborhood",0
Plan a photo shoot,0
Organize a relaxation day,0
Complete Your Logbook Working on Capstone,1
Visit a Wax Museum,0
Go to a Diner En Blanc,0
Demonstrate leadership qualities by setting a positive example for colleagues.,1
Faculty Colloquium,1
Spend hours researching trivial topics instead of focusing on assigned readings.,0
Take a walk to the park and feed the ducks.,0
Go to a Chocolate Factory Tour,0
Academic Mentoring Session,1
Attend a Sandcastle Competition,0
Classics text translation,1
Job application tracking,1
Graduate Research Workshop,1
Participate in peer code reviews to receive feedback on coding skills.,1
Plan a themed photo shoot,0
Organize a film festival,0
Conduct Industry Research and Market Analysis,1
Attend a Youth Seminar for Indonesia,0
Organize a neighborhood block party,0
Art Exhibit,1
Student Exchange Program,1
Criminology theory paper,1
Academic Publishing Workshop,1
Assignment regarding the final expert system project,1
Comparative Literature text comparison,1
Plan a star-gazing night,0
Join a Book Club,0
Participate in a Flash Mob Wedding,0
Visit a Bird Watching Tour,0
Play Mini Golf,0
Plan a hiking trip,0
Radio Bangkit Session #10,0
Hospitality Management guest service analysis,1
Visit a Soap and Candle Fair,0
Research Fellowship Application,1
Design Thinking Workshop for Problem-solving Skills,1
Conference Planning session scheduling,1
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #6,0
Scroll through memes on your phone,0
Accounting workbook exercises,1
Convention Planning exhibitor list,1
Visit a Goat Yoga Class,0
Collaborate with classmates on coding challenges or side projects.,1
Plan a sightseeing trip,0
Attend a Lantern Festival,0
Veterinary Science animal care report,1
Meet with Teaching Assistants to Coordinate Course Activities,1
Radio Bangkit Session #7,0
Radio Bangkit Session #14,0
Research Funding Workshop,1
Debate Preparation,1
Organize a puzzle competition,0
Weekly Consultation 4 - ML-66,1
Cultural Event,1
Philosophy debate preparation,1
Trade Show Coordination vendor outreach,1
Career Guidance Workshop,1
Academic Resource Workshop,1
Weekly Consultation 5 - ML-66,1
Skills assessment,1
#3 Report Learning Progress to Supervisor,1
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #5,0
Academic Advising,1
Assignment: Online Learning #02 - Learn Data Analysis with Python,1
Participate in cross-functional teams to drive organizational objectives.,1
Educational Symposium,1
STEM Education project-based learning plan,1
Scroll through streaming services,0
Assignment: Online Learning #05 - Machine Learning Specialization by Andrew Ng,1
Visit a Dog Park Meetup,0
Radio Bangkit Session #13,0
Spend time excessively cleaning or tidying personal workspace.,0
Robotics programming task,1
Join a Virtual Reality Experience,0
Community Service,1
Attempt to solve a Sudoku puzzle.,0
Student Research Symposium,1
Weekly Consultation 11 - ML-66,1
Work on Marketing Campaign,1
Consult the new project to the team,1
Seek mentorship from more experienced colleagues or supervisors.,1
Assignment: Assignment - Project Management,1
Visit an Art Gallery,0
Organize a cook-off,0
Networking Event,1
Create a language exchange,0
Service Learning Project,1
Organize a yard sale,0
[Non-Mandatory] Radio Bangkit #4,0
Go Kayaking,0
Technology Workshop,1
Complete Your Logbook Working on Capstone,1
Advisor requirements form submission deadline,1
Plan a river rafting trip,0
Peer Review Meeting,1
Practicum Reflection paper,1
Career Counseling,1
Military Science strategy review,1
Plan a DIY project,0
Attending Faculty Development Workshop ,1
Read a magazine,0
Utilize Bangkit's alumni network for job referrals and advice.,1
Plan a sightseeing tour,0
Create a personalized gift,0
Festival Planning permit application,1
Math homework,1
Spend excessive time rearranging office furniture for aesthetic purposes.,0
Visit a Local History Tour,0
Campus Safety Workshop,1
Class Lecture,1
Organize a night of stargazing,0
Peace Studies conflict resolution plan,1
Attend Open Mic Night,0
Research and Development for Conservation Strategies with the team,1
School Psychology behavior intervention plan,1
Plan a dog walking route,0
Attend a Midnight Movie Screening,0
Visit Amusement Park,0
Plan a meditation retreat,0
Plan a fashion lookbook,0
Visit a Local Brewery,0
Attend a Farmers' Market Tour,0
Adult Education learner assessment,1
Karaoke Night,0
Attend a Craft Beer Tasting,0
Engage in excessive self-criticism over academic performance.,0
Take a Selfie Tour,0
Intercultural Communication competency assessment,1
Weekly Consultation 1 - ML-66,1
Organize digital files in personal folders instead of work-related ones.,0
Academic Resource Workshop,1
Field Trip,1
Attend Morning Meeting with Development Team,1
Attend Beer Festival,0
Internship Report weekly log,1
Spend excessive time browsing social media during work hours.,0
Attend Renaissance Faire,0
Attend Collaborative Meeting with Wildlife Biologists,1
Overprepare children for standardized tests at the expense of broader learning experiences.,0
Public Policy Discussion,1
Recreation Management program schedule,1
Consult the Proposal with team,1
Veterinary Science animal care report,1
Organize a DIY workshop,0
Prioritize tasks based on urgency and importance.,1
Event Management risk assessment,1
Create a personal manifesto,0
Gender Studies gender role analysis,1
Environmental Conference,1
[Non Mandatory] Company Expose with Megalogic,0
Develop strong presentation and communication skills.,1
Watch a movie you've seen at least three times before.,0
Bangkit Live Session 2024,0
Plan a surprise party,0
Visit a Fish Fry,0
Go to a Craft Fair,0
Go to a Vineyard Harvest,0
Graduate School Fair,1
Organize a DIY spa day,0
Organize a flea market trip,0
Attend Patient Care Conferences with Collaborate with Healthcare Team,1
Higher Education curriculum development,1
Faculty-Student Luncheon,1
Spend time engaging in extended personal conversations with colleagues.,0
Student Research Workshop,1
Create a family cookbook,0
Academic Planning Workshop,1
Binge-watch a TV series,0
Actuarial Science risk model,1
Interview preparation,1
Pair Programming Session with Colleague in the Office,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Go Paddle Boarding,0
Go to a Nature Walk,0
Create a comic book,0
Join a Scavenger Hunt,0
Media studies video project,1
[Non Mandatory] Company Expose with PukulEnam,0
Create a custom t-shirt,0
Attend a Midnight Movie Screening,0
Participate in a Flash Mob Wedding,0
ILT-SS-04-CK Critical Thinking and Problem Solving,1
ILT-SS-02-BJ Time and Energy Management,1
Civic Engagement Workshop,1
Training session feedback,1
Sports Management event planning,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Provide constructive feedback to colleagues to support their growth.,1
Go to a Renaissance Ball,0
Research and Prepare Material for Upcoming Lectures,1
Guest Speaker Session #8 - Implementing Technology for Business Transformation,0
Student Organization Meeting,1
Learning Strategies Workshop,1
Attend Product Development Sprint Planning Session,1
Micromanage children's homework assignments and projects.,0
Risk Management mitigation plan,1
Organize a nature photography session,0
Engage in professional networking to enhance career prospects.,1
Spend excessive time on personal phone calls during work hours.,0
Plan and Coordinate Participation in Industry Events and Conferences with the team,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Military Science strategy review,1
Entrepreneurship business model canvas,1
Study Abroad Program,1
Organize a swap meet,0
STEM Club Meeting,1
Go Bungee Jumping,0
Continuously update skills and knowledge relevant to job responsibilities.,1
Spend hours on video games instead of homework.,0
ILT-EN-01-165 Spoken Correspondence,1
Financial Aid Workshop,1
Review Biology Lecture Notes and Complete Homework,1
Bioinformatics sequence alignment,1
Go Paddle Boarding,0
Watch a rerun of a sitcom,0
Research Assistant Meeting,1
Physics problem set,1
ILT-SS-04-BX Critical Thinking and Problem Solving,1
Medical terminology study,1
[Non Mandatory] Company Expose with UIN Sunan Kalijaga,0
Create a dream journal,0
Plan a virtual tour,0
Fashion Design sketchbook,1
Faculty Research Group,1
Plan a family reunion,0
Peer Advising Session,1
Go to a Pumpkin Carving Contest,0
Visit an Aviary,0
Biology lab report,1
Attend Renaissance Faire,0
Education Policy legislative analysis,1
Plan a road trip,0
Go to a Dog Agility Show,0
Thesis Writing Workshop,1
Develop digital literacy skills for navigating online resources and tools.,1
Seek out opportunities for professional growth and advancement within tech industry.,1
Electrical Engineering circuit design,1
Organize pantry,0
Apply for grants or funding for academic projects.,1
Go to a Psychic Fair,0
Metalworking tool maintenance log,1
Capstone Defense,1
Organize digital files on the computer.,0
Study Abroad cultural immersion report,1
Graduate Seminar,1
Cybersecurity threat assessment,1
Call a friend and chat for a while.,0
[Non-Mandatory] Bangkit 2024 Batch 1 - Radio Bangkit #3,0
Attend Internal Stakeholder Meeting to Discuss Marketing Objectives,1
Attend Collaboration Meeting with Copywriters for Content Integration,1
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #3,0
School Administration budget planning,1
Seminar Organization speaker coordination,1
Demonstrate empathy and understanding in interpersonal interactions.,1
Organize a book donation,0
Attend Team Retrospective Meeting,1
Obsess over maintaining a perfect GPA at the expense of personal well-being.,0
Go vacation to another city,0
Spend excessive time rewording sentences in essays instead of focusing on content.,0
Lead by example and inspire colleagues to reach their full potential.,1
[Mandatory] Capstone Briefing #2,1
Teaching Assistant Meeting,1
Organize a neighborhood picnic,0
Cultural Resource Management artifact cataloging,1
Organize travel souvenirs,0
Collaborate with team for presentation,1
Focus excessively on children's academic weaknesses rather than strengths.,0
Faculty Seminar,1
Graduate Assistant Meeting,1
Take initiative in identifying opportunities for process improvements.,1
Wedding Planning budget breakdown,1
Overthink coding assignments instead of asking for help.,0
Create a digital collage,0
Foster a culture of innovation and creativity within the team.,1
Faculty-Student Research Meeting,1
Create a daily vlog,0
Go to a Tattoo Convention,0
Submit English Assignment 1: Greetings,1
Attend a Flash Mob Art,0
"Morning Rounds with Patients, Vital Signs Check, and Medication Administration",1
Assignment: Online Learning #01 - Google IT Automation with Python,1
Spend time engaging in personal grooming or beauty routines during work hours.,0
Participate in a Rave,0
Organize makeup collection,0
Special Education individualized education plan,1
Academic Skills Workshop,1
Create a personal blog,0
Create a garden journal,0
Organize a bike tour,0
Cook for breakfast,0
House cleaning,0
Architecture model construction,1
Spend excessive time browsing social media during work hours.,0
Attend a Street Dance,0
Spend excessive time perfecting the design of presentation slides.,0
Plan a recipe exchange,0
Spend excessive time planning personal vacations during work hours.,0
Overcomplicate coding assignments with unnecessary research or complexity.,0
Career Networking Event,1
Create a travel itinerary,0
Research Data Analysis,1
Thesis Editing Workshop,1
Gender Studies gender role analysis,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Organize a plant swap,0
Research Publication Workshop,1
Workshop Attendance,1
Attend a Seasonal Fair,0
Watch a random YouTube video about cats,0
Teach Second Period: History,1
Internship Showcase,1
Organize a sunset picnic,0
Assignment: Online Learning #09 - TensorFlow: Advanced Technique Specialization,1
Create a mood board,0
Visual Communication design critique,1
#2 Report Learning Progress to Supervisor,1
Academic Program Fair,1
Graduate School Interview,1
Workshop Attendance,1
Thesis Editing Workshop,1
Conduct Follow-up Calls and Emails with Prospective Customers,1
Join a Dance Class,0
Real Estate market analysis,1
Academic Performance Review,1
Exchange Program experience summary,1
Visit a Scenic Railway Tour,0
Go to a Candlelight Tour,0
"Establish consistent routines for meals, bedtime, and study time.",1
Science Communication outreach plan,1
ILT-ML-04-AX Mastering Unsupervised Learning and ANN Basics: An Overview,1
Study Skills Workshop,1
Support children in exploring diverse academic and career pathways.,1
Engage in continuous learning through online courses or tutorials.,1
Attend Oktoberfest,0
Bilingual Education language assessment,1
"Attend lectures, classes, and tutorials regularly.",1
Seek out diverse perspectives and experiences to broaden knowledge.,1
Organize a theme night,0
Education lesson plan,1
Sales Team Meeting to Discuss Weekly Targets and Strategies,1
Stay informed about emerging technologies and their applications.,1
Plan a surprise party,0
[Non Mandatory] Company Expose with AMATI Indonesia,0
Attend Team Meeting in Office,1
Collaborate with team members on projects and initiatives.,1
Create a DIY photo booth,0
School Psychology behavior intervention plan,1
Binge-watch TV shows instead of studying.,0
Student Leadership Meeting,1
Comparative Literature text comparison,1
Health Seminar,1
Innovation Challenge,1
Create a pet photo album,0
Cultural Studies media representation review,1
Create a dance routine,0
Attend a Flash Mob Art,0
Financial Literacy Workshop,1
Overthink coding assignments instead of seeking clarity.,0
Participate in a Color Run,0
Watch a random episode of a sitcom you've seen multiple times.,0
Academic Writing Session,1
Volunteer Training,1
Prepare Weekly Sales Report for Senior Management for the upcoming meeting,1
Organize a coffee date,0
Curriculum and Instruction teaching method analysis,1
Japanese Anime Event,0
Apprenticeship Journal skill development tracking,1
Spend excessive time organizing digital files unrelated to coursework.,0
Go on a Train Ride,0
Demonstrate adaptability in response to changing priorities.,1
Visit a Puppet Theater,0
Attend Seminar on Environmental Sustainability,0
Research and Identify Potential Partnership Opportunities on the weekly meeting,1
Collaborate with teachers to address any learning challenges or concerns.,1
Multicultural Event,1
Visit a Nature Photography Workshop,0
Create a life goals list,0
Scholarship Workshop,1
Read a few pages of a book you've been meaning to finish.,0
staff meeting or professional development time.,1
Plan a beach cleanup,0
Organize a dog show,0
Stay updated on industry trends and developments relevant to Bangkit curriculum.,1
Career Workshop,1
Collaborate with peers on capstone projects and challenges.,1
Support colleagues in achieving their professional goals.,1
Engineering design project,1
"Utilize technology for learning, such as educational apps or online courses.",1
Literature review,1
Overthinking life choices,0
I have Zoom Meeting for Monthly Office Assessment,1
Club Meeting,1
I have an appointment to see doctor,1
Attend Student Tutoring Session,1
Attend a Holi Festival,0
Plan a movie night,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
International Relations policy brief,1
Economics paper,1
Go to a Retro Car Show,0
Go to a Mermaid Parade,0
Plan a DIY repair project,0
Review the material's book,1
Go Zip Lining,0
Pursue leadership roles in student organizations.,1
Ethics in Research Workshop,1
Academic Competency Test,1
Research Proposal Workshop,1
Mock interview feedback,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Go to a Fireworks Show,0
Create a book club,0
Weekly Consultation 8 - ML-66,1
Create a fashion blog,0
Thesis Defense,1
Create a family cookbook,0
Visit Planetarium,0
Aviation flight simulation,1
Academic Advising,1
Visit a Goat Yoga Class,0
Play Mini Golf,0
Organize a DIY spa day,0
Organize a talent show,0
Plan a food tasting event,0
Symposium Participation,1
Organize a theme night,0
nail care at beauty salon,0
Career fair preparation,1
Study in Cafe,0
Listening music on Spotify,0
Attend Research and Development Meeting,1
Spend excessive time comparing children's academic achievements to those of peers.,0
Visit an Aviary,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 2,1
Networking Luncheon,1
Visit a Driftwood Art Workshop,0
Create a daily vlog,0
Designing Database Schema for New Feature,1
Internship performance review,1
Visit a Local Photography Exhibit,0
Visit a Fairy Garden,0
Project Planning Session,1
Plan a holiday party,0
Create a pet photo album,0
Go to a Handmade Craft Fair,0
Participate in a Pub Crawl,0
Daily Scrum Meeting with Agile Team,1
Attend a Retro Gaming Convention,0
Spend excessive time on educational crafts or projects without educational value.,0
Plan a DIY gift exchange,0
Plan a sightseeing trip,0
Create a digital scrapbook,0
Visit a Historic Ship,0
Graduate Research Day,1
Attend Club Meeting or Extracurricular Activity,0
Go to a Local Pottery Show,0
Collaborate with industry partners on real-world projects.,1
Dance choreography notes,1
Create a vision board,0
Attend a Soapbox Race,0
Spend excessive time planning personal events during work hours.,0
Attend a Beekeeping Workshop,0
Guest Speaker Session #10 - Go Big With Your Capstone Project: Integrating All Technologies to Power Up Your Innovation,0
Attend Stand-Up Comedy Show,0
Create a handmade jewelry,0
Get caught up in online shopping instead of attending to academic responsibilities.,0
Go to a Chocolate Factory Tour,0
Quiz ILT-SS-01,1
Create a digital scrapbook,0
Plan a new hobby day,0
Weekly Consultation 11 - ML-66,1
Spend hours organizing digital bookmarks instead of studying.,0
Organize a flash mob,0
Review upcoming lesson plans.Now,1
Go to a Theme Park,0
Research Funding Meeting,1
"Student Progress Review and Individualized Learning Planning
with another teachers",1
Attend a Survival Skills Workshop,0
Organize music collection,0
Plan a travel photo album,0
Go to a Retro Arcade,0
Mentorship Program,1
Create a vision board party,0
Attend a Survival Skills Workshop,0
Resume writing,1
Collaborate with Sales Team on Lead Generation Strategies,1
Plan a new hobby day,0
Participate in office gossip or rumors.,0
Explore opportunities for study abroad programs.,1
Paleontology fossil record study,1
Training Session evaluation form,1
Spend excessive time on children's educational apps or games without considering screen time limits.,0
Participate in a Pub Crawl,0
Proactively address issues or concerns that may arise in the workplace.,1
Attend a Retro Gaming Convention,0
"Teach children valuable life skills, such as time management and organization.",1
Take ownership of mistakes and seek to learn from them.,1
Chemical Engineering process design,1
Plan a wellness retreat,0
Create a comic strip,0
Make a dinner,0
Foster a positive and collaborative work environment.,1
Geography map analysis,1
Spend excessive time planning personal events during work hours.,0
Project Presentation,1
Art Exhibit,1
Playing video games with friends,0
Attend seminar or Workshop on Digital Marketing Trends,1
Honor Society Meeting,1
Organize a silent reading party,0
Plan a river rafting trip,0
Technical Communication user manual,1
Plan a virtual tour,0
Go to a Vineyard Tour,0
Attend UX/UI Design Workshop for Website and App Enhancements,1
Field Trip,1
Hospitality Management service quality audit,1
Go Snow Tubing,0
Visit a Christmas Market,0
Utilize Bangkit's career resources for resume and portfolio development.,1
Arts Integration project proposal,1
Visit a Lavender Farm,0
Research Discussion Group,1
Spend excessive time debating coding solutions with classmates.,0
Plan a road trip,0
Academic Conference Preparation,1
[Non Mandatory] Company Expose with Bukit Vista,0
Collaboration Meeting with Other Teachers,1
Create a workout routine,0
Research and explore potential career paths.,1
Plan a mini-golf tournament,0
Participate in a Flash Sale,0
Scroll through social media for an hour,0
University Open Day,1
Participate in mock interviews to prepare for job opportunities.,1
Class Assistance in High School,1
Apply for scholarships or financial aid.,1
Attend relevant conferences or seminars to stay updated on industry trends.,1
Academic Awards Ceremony,1
Plan a themed dinner,0
Career fair preparation,1
Go to a Butter Churning Workshop,0
Create a travel blog,0
Study Skills Session,1
Assignment: Online Learning #02 - Learn Data Analysis with Python,1
Update social media profile,0
Rewatch an old favorite film,0
Organize a star-gazing event,0
Attend a Wine Tasting,0
TV Show Binge-Watching,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Engage in unhealthy eating habits like frequent fast food consumption.,0
Organize a film festival,0
Organize a documentary screening,0
Experiment with new hairstyles,0
Attend a Collaborative Meeting with Nursing Team for Patient Care Planning,1
Go to a Renaissance Ball,0
Client Consultation for a Civil Litigation Case,1
Neuroscience brain mapping,1
Radio Bangkit Session #13,0
Attend a Junk Art Festival,0
Toxicology risk assessment,1
Go to a Vintage Train Ride,0
Spend excessive time cleaning and organizing study spaces instead of studying.,0
Obsess over trivial details in assignments.,0
Client Presentation for New Branding Concepts,1
Organize wardrobe,0
Capstone Project,1
Volunteer Work at Local Community Center (Social Work),0
Plan a surprise trip,0
Attend a Slow Food Movement Event,0
Educational Seminar,1
Plan a theater night,0
Religious Studies ritual analysis,1
Submit Your Assignment SS-01 Immediately,1
Plan a reading challenge,0
Organize a painting class,0
Site Layout and Grading Plan Review in afternoon,1
School Administration budget planning,1
Plan a theater night,0
Faculty Panel Discussion,1
Assignment: Assignment - Project Management,1
Compare children's academic achievements to those of other children.,0
Archaeology artifact documentation,1
Exercise Science fitness assessment,1
Weekly Consultation 1 - ML-66,1
Weekly Consultation 14 - ML-66,1
Team Discussion on System Architecture and Performance Optimization,1
Review Progress and Plan for Tomorrow Presentation,1
Organizational Behavior case study,1
Overcomplicate study methods with unnecessary tools or gadgets.,0
College Fair,1
Knowledge Management database design,1
Play a mobile game for an hour.,0
Plan a cultural festival,0
Participate in a Color Run,0
Quiz ILT-SS-01,1
Go Bungee Jumping,0
Attend a Community Talent Show,0
Professional Skills Training,1
Take care of mental and physical health through exercise and relaxation techniques.,1
Create a podcast episode,0
Graduate School Fair,1
Student Leadership Meeting,1
Culinary Arts recipe development,1
Internship Showcase,1
Student Organization Meeting,1
english pre-test task,1
Project Plan Deadline for Product Track,1
Informational Interview summary,1
Participate actively in group projects.,1
Visit Zoo,0
Go to a Skate Park,0
Academic Strategy Session,1
Worry excessively about children's academic performance to the detriment of personal well-being.,0
Educational Webinar,1
Civil Engineering structural analysis,1
Literacy Education reading intervention plan,1
Urban Studies neighborhood survey,1
Visit a Pop-Up Thrift Shop,0
Health Workshop,1
Spend excessive time debating trivial topics with colleagues.,0
Academic Mentorship Workshop,1
Research Internship,1
Career Counseling session notes,1
[Non Mandatory] Company Expose with PukulEnam,0
Undergraduate Thesis Defense,1
Exchange Program experience summary,1
Graduate Assistant Workshop,1
Chatting with my friends through Whatsapp,0
Curriculum and Instruction teaching method analysis,1
Constantly check phone for notifications during class.,0
ILT-SS-06-CG Professional Branding and Networking,1
Go to a Living History Museum,0
Attend a Folk Dance Festival,0
Design Critique Session with Peers for Feedback and Improvement,1
Nonprofit Management mission statement,1
University Open Day,1
Attend a Beekeeping Workshop,0
make and do Photo Editing and Image Manipulation for the new product,1
Attend Oktoberfest,0
Attend Meeting with Sales Team to Align Strategies,1
Organize a secret santa,0
Visit a Cheese Festival,0
Cultural Festival,1
Engage in collaborative projects with peers from diverse backgrounds.,1
Seminar attendance notes,1
Science project,1
Attend a Craft Beer Tasting,0
Study Abroad Orientation,1
Spend time excessively adjusting office lighting or temperature.,0
Plan a recipe exchange,0
Go to a Vintage Train Ride,0
Provide resources and support for children's academic goals.,1
Visit a Vintage Market,0
Alumni Meeting,1
Bi Weekly Feedback to Mentor #7,1
Professional Development Session,1
Music Recital,1
Attend a Silent Disco,0
Create a DIY candle,0
Research Data Analysis Workshop,1
Graduate Program Orientation,1
Tourism development plan,1
[Non Mandatory] Company Expose with Megalogic,0
Visit Botanical Garden,0
Spend time arranging office supplies in unnecessary configurations.,0
Attend a Drum Circle,0
Spend excessive time perfecting the design of presentation slides.,0
Peer Tutoring,1
Plan a costume party,0
Religious Studies ritual analysis,1
Organize a virtual reality night,0
Sustainable Development impact assessment,1
Create a dance routine,0
Join a Paint Night,0
Career Planning Session,1
[Non Mandatory] Company Expose with Dicoding,0
Advisor requirements form submission deadline,1
Biomedical Engineering device testing,1
Information Technology systems analysis,1
Organize a neighborhood picnic,0
